0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
9,635,70,141,7,381,81,14,475,134,120,3,15,18,344,8,11,2,23,50,230,484,392,6,230,106,1,22,2,25,6,48,9,3,232,411,71,19,195,275,23,5,26,2,37,464,19,244,23,31,3569,10,3,19,7,89,1,14,7,6,4,11,196,13,304,3,362
19,662,64,128,13,361,88,16,485,139,115,1,16,17,363,8,10,6,12,57,235,436,407,5,261,117,0,29,7,32,8,79,17,1,239,436,58,13,184,277,10,4,34,2,35,460,14,222,31,45,3516,8,3,24,7,77,3,5,5,5,8,8,170,21,306,5,373
14,635,63,130,5,349,94,18,476,131,110,1,17,18,333,6,11,4,16,45,212,461,408,6,191,104,2,29,2,40,9,71,11,1,232,420,70,8,187,266,17,7,32,4,37,482,17,237,26,42,3448,8,0,16,8,64,0,8,2,4,10,11,184,15,314,10,362
7,617,60,108,8,346,108,13,462,141,106,0,14,15,352,12,14,10,12,41,224,397,381,5,260,101,3,24,3,27,4,77,10,0,236,433,79,5,178,288,21,3,35,4,36,462,22,257,21,35,3578,11,1,34,2,86,1,7,2,11,7,2,189,18,305,5,416
9,658,66,117,9,381,91,12,451,152,100,0,14,21,352,10,16,7,12,56,197,459,410,5,230,118,0,26,4,32,4,73,10,0,220,460,61,9,206,308,20,12,31,6,42,463,27,269,28,32,3651,8,4,30,5,68,2,8,4,13,9,8,190,15,298,5,397
11,632,40,108,5,331,114,12,475,142,122,1,7,25,329,12,9,7,19,48,236,455,362,6,249,131,1,28,2,37,7,60,7,1,231,441,72,16,193,267,21,8,26,5,38,470,15,281,28,43,3637,3,4,21,7,71,2,7,2,10,5,10,202,19,269,6,382
11,693,69,117,12,364,106,20,470,129,105,1,13,15,317,9,10,2,16,59,227,477,380,10,242,122,3,25,1,45,8,50,9,2,226,413,64,12,183,279,11,10,31,3,37,474,11,246,19,56,3517,11,3,26,6,83,1,7,1,5,4,6,191,18,301,5,380
14,636,66,114,5,351,92,11,508,159,116,0,10,19,328,9,20,6,8,50,194,456,416,5,256,104,3,21,3,25,7,56,11,3,216,450,76,9,198,293,13,2,24,5,38,433,15,232,30,44,3675,11,2,21,4,85,1,4,3,9,14,8,220,15,277,6,398
9,674,66,145,7,373,98,21,502,151,134,0,15,27,344,6,10,5,8,47,205,437,395,11,243,121,2,27,1,34,5,71,4,1,209,443,88,12,166,304,19,7,30,6,40,471,13,243,25,38,3589,12,2,27,3,64,1,6,1,5,3,3,188,15,312,10,394
13,625,61,132,10,344,98,11,488,165,114,0,13,18,366,9,13,10,11,51,220,455,404,9,211,119,1,20,2,37,6,71,21,0,210,435,73,9,184,253,13,10,25,2,40,436,13,275,28,40,3620,11,3,31,7,68,0,2,2,12,3,6,185,11,288,2,389
