0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
17,832,82,190,7,416,101,24,537,185,154,3,29,28,387,11,13,3,26,60,251,496,452,8,275,121,1,31,2,25,6,90,13,4,233,467,111,19,233,337,27,5,37,8,40,555,16,310,31,32,5111,10,4,27,7,100,1,14,6,6,8,11,249,16,353,3,403
19,848,76,177,13,395,108,17,534,170,150,1,20,19,403,16,12,6,13,83,231,451,473,7,272,142,0,25,7,33,14,104,20,7,255,490,91,13,205,320,16,5,39,9,38,508,14,332,38,45,5072,9,3,24,9,92,3,5,8,11,9,8,244,25,356,8,443
20,820,79,166,5,437,123,18,589,166,139,1,29,22,367,16,12,6,18,71,233,437,441,7,237,139,2,26,2,38,9,89,11,7,246,452,115,6,222,316,25,9,43,11,35,510,18,290,38,33,5214,8,0,17,10,80,1,9,9,8,9,15,240,16,361,15,423
11,791,71,152,3,419,105,28,531,146,122,0,17,30,369,17,14,10,20,64,251,447,431,8,273,111,3,25,3,34,5,101,12,4,257,481,98,13,214,333,32,5,50,10,37,513,24,305,20,36,5052,15,1,37,5,88,1,9,10,12,4,8,237,23,393,7,418
20,799,66,136,10,431,115,21,549,179,122,0,22,19,410,9,10,7,14,68,258,446,484,13,236,138,0,28,4,36,4,90,20,6,270,470,96,20,198,344,20,6,38,8,51,560,28,317,20,32,4996,9,4,18,5,84,2,14,10,14,10,8,246,14,365,8,437
15,775,67,168,5,423,109,19,542,159,149,4,13,24,369,14,11,7,19,59,236,467,435,11,246,133,1,30,3,41,12,78,18,1,247,494,88,15,221,323,21,9,37,7,43,527,19,294,36,47,5202,11,5,30,10,93,2,8,7,10,11,6,240,21,339,8,424
13,830,66,189,15,378,102,22,544,156,141,1,24,19,394,12,16,2,18,76,268,442,473,9,257,138,3,22,3,48,8,83,16,3,260,470,104,15,205,320,23,10,47,7,46,518,11,272,25,61,5118,8,3,33,9,82,1,9,10,5,6,6,224,21,352,9,422
20,815,68,180,6,433,114,26,589,162,144,1,24,27,403,11,22,7,11,78,228,458,449,13,268,140,3,27,3,21,12,79,11,4,255,444,97,9,203,332,20,7,50,10,51,527,16,326,34,30,5157,9,2,22,9,91,1,7,9,10,10,4,240,19,345,15,458
17,827,68,168,8,414,119,31,572,151,146,0,24,32,405,6,10,6,11,74,272,434,446,15,239,146,3,27,1,31,6,76,10,2,260,482,95,22,229,313,17,15,34,8,41,562,11,295,28,42,4972,8,2,29,6,88,1,8,10,6,5,3,242,27,387,11,448
14,802,81,166,10,417,111,25,559,165,130,0,21,30,392,8,16,10,12,75,275,474,431,15,259,149,1,27,2,38,6,94,21,8,268,499,85,13,201,334,21,10,23,4,50,533,16,344,31,40,5162,11,3,30,7,69,0,3,7,12,14,7,230,17,371,7,436
