0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
20,925,83,186,15,435,109,23,698,196,138,3,20,40,519,18,18,4,26,81,263,567,579,6,267,136,1,19,4,37,6,68,14,3,262,519,102,19,332,355,28,5,33,6,53,695,17,356,28,34,4839,16,4,33,8,92,1,13,9,8,9,10,273,20,462,3,491
21,1032,77,188,11,410,113,21,703,196,142,1,26,25,523,16,7,5,19,68,260,552,592,14,285,145,0,39,2,31,11,91,19,6,259,552,92,16,290,348,17,9,37,7,59,709,21,326,35,43,4859,8,3,21,6,86,3,7,3,12,7,11,237,26,418,8,486
21,900,93,161,4,442,129,20,661,207,144,1,23,29,487,23,13,9,18,90,266,555,565,5,256,129,0,29,2,43,12,92,12,1,250,482,115,20,293,372,24,9,43,3,62,736,22,313,44,38,4919,9,3,28,7,74,1,11,10,7,12,14,236,19,425,11,467
18,936,87,173,10,432,106,22,717,207,125,0,19,28,506,15,16,10,16,80,233,560,559,8,293,137,1,28,5,35,10,107,13,3,260,513,105,20,282,376,34,4,44,5,44,719,20,330,35,47,4875,17,1,28,3,90,1,7,6,9,7,3,245,19,424,6,494
25,946,75,180,13,453,122,13,687,192,173,0,24,29,536,12,16,9,16,89,270,558,569,11,254,157,0,30,3,34,7,105,26,2,261,539,96,18,262,375,26,9,39,5,58,704,20,329,31,38,4784,17,3,24,7,76,2,18,9,10,8,4,225,14,440,7,493
22,1042,72,184,5,378,130,24,668,193,166,4,13,32,480,17,20,6,14,74,262,586,554,15,294,154,1,36,6,47,5,91,17,5,247,553,86,17,337,362,20,6,38,3,44,665,15,320,51,52,4825,13,4,24,9,92,1,11,10,12,12,3,228,22,422,3,482
22,984,70,194,6,472,130,23,677,184,143,1,27,24,465,12,18,4,19,70,262,543,587,6,315,142,3,32,4,43,8,83,12,1,261,547,105,17,320,356,28,10,45,6,47,672,16,344,23,50,4837,10,1,32,6,82,1,8,10,6,8,11,252,19,433,8,466
20,1007,73,203,6,426,122,19,702,195,165,0,31,32,500,13,18,10,17,83,229,548,593,11,280,124,3,28,5,39,12,85,13,6,266,516,91,15,298,333,19,11,47,6,37,663,23,305,33,34,4783,20,2,31,10,73,1,9,7,4,6,15,264,14,416,9,440
15,975,76,206,5,442,119,29,707,225,178,0,21,28,507,18,11,6,18,76,257,548,535,15,282,137,3,32,3,47,7,95,9,4,274,519,116,27,291,342,13,7,41,7,44,656,18,326,36,44,4823,14,2,34,8,75,1,6,3,5,9,13,268,29,443,6,496
18,1030,79,206,9,430,127,22,648,217,135,0,17,31,518,10,20,7,32,77,292,555,605,14,292,165,0,20,5,32,8,99,23,6,239,524,107,19,331,351,16,11,27,6,45,704,17,348,30,49,4822,9,3,22,6,96,0,7,4,12,10,5,270,17,428,7,457
21,983,72,223,4,427,127,31,675,197,148,1,18,24,490,15,24,7,12,72,268,530,622,10,267,129,1,24,5,47,7,96,12,2,270,513,100,22,301,385,25,8,32,7,63,712,17,333,44,52,4848,19,3,36,8,78,1,7,3,12,7,9,283,21,432,8,462
23,920,79,173,9,455,104,21,680,174,134,0,20,33,495,7,16,8,21,62,310,608,545,6,300,135,1,30,3,39,8,93,21,5,249,535,99,32,276,351,20,8,38,17,50,712,12,339,21,53,4752,14,2,25,6,86,0,7,9,6,7,7,282,20,415,7,522
16,898,89,185,12,459,161,16,698,214,160,0,21,27,515,16,21,8,22,69,243,578,571,10,274,127,4,31,3,39,9,109,8,5,272,555,90,19,302,383,28,5,52,7,47,710,15,375,32,47,4744,16,4,29,3,87,0,5,14,10,9,8,254,19,431,9,512
11,996,74,186,12,438,131,22,700,188,168,2,18,25,553,10,16,3,22,78,274,564,540,12,280,143,1,27,3,55,10,76,12,1,219,536,89,27,284,359,23,6,43,5,40,733,20,321,31,41,4955,12,2,22,3,83,3,8,10,5,8,9,263,20,462,7,475
18,1034,73,203,6,456,127,20,680,216,148,0,24,37,495,12,16,5,25,85,278,557,594,13,303,125,2,27,5,35,13,82,15,4,248,537,112,28,303,340,20,6,46,7,48,703,22,333,27,37,4773,13,4,20,9,90,5,10,9,5,6,11,266,14,440,7,488
17,941,87,173,7,445,128,26,724,212,141,2,22,35,486,12,14,5,18,74,274,545,587,5,270,158,1,30,4,35,12,95,12,5,205,567,106,31,310,351,17,10,44,11,51,738,23,321,37,55,4896,21,6,27,8,90,1,9,5,5,7,8,268,10,436,7,501
18,968,68,183,12,424,134,25,664,178,141,0,21,36,484,7,16,6,20,76,264,522,585,7,284,133,5,19,4,40,9,75,17,5,271,529,100,31,307,337,18,5,51,6,41,721,14,329,31,44,4958,15,3,22,7,88,3,6,4,8,5,9,257,15,493,11,471
18,967,79,190,7,401,137,22,638,163,163,2,17,31,491,14,10,7,11,79,269,563,551,9,287,121,3,22,4,38,10,90,17,3,266,530,109,22,330,352,27,6,24,7,47,683,25,335,35,55,4770,15,3,32,6,83,0,7,6,8,7,6,249,17,440,12,486
13,972,72,210,7,432,130,21,650,199,139,0,18,32,555,4,17,12,18,75,254,530,614,7,281,132,1,23,3,48,9,89,12,5,277,523,85,20,304,364,25,7,33,10,47,705,18,303,32,39,4858,16,3,24,7,77,2,6,7,10,9,9,242,15,433,7,487
19,1005,75,176,13,434,121,19,697,200,162,2,23,26,515,12,13,8,18,75,263,568,523,9,302,144,3,31,5,42,13,82,13,4,280,509,105,27,292,341,21,9,31,5,55,719,22,296,31,51,4797,21,5,36,6,84,2,11,6,3,7,11,247,17,410,7,468
14,953,94,203,8,429,136,18,655,182,172,0,21,30,478,13,15,8,25,70,280,574,575,14,266,126,1,21,2,43,13,98,21,2,246,561,94,17,292,373,23,8,35,5,45,706,22,310,23,51,4797,18,4,26,7,81,0,9,3,8,11,10,233,18,441,6,471
21,948,86,174,10,427,118,25,698,195,147,3,23,30,488,14,17,7,19,86,273,534,619,8,297,164,0,18,1,50,9,90,10,5,254,532,95,16,307,388,23,7,43,5,46,759,20,367,32,49,4917,20,5,32,7,95,1,5,7,10,7,13,267,20,449,9,507
21,952,78,202,6,441,134,16,656,180,144,0,22,38,526,9,16,6,19,80,296,571,520,8,266,140,2,20,1,52,6,76,12,5,274,554,99,18,275,356,24,8,36,9,47,761,19,342,28,49,4977,18,3,29,5,82,0,13,8,5,15,8,232,18,406,8,482
16,1006,81,198,8,407,116,24,622,211,164,1,15,37,542,9,15,4,20,83,268,554,585,9,290,134,2,30,2,36,7,83,25,4,291,562,111,20,301,371,20,10,55,5,53,701,21,301,20,45,4872,22,1,32,8,87,1,6,7,6,6,10,267,18,437,5,447
20,1010,60,197,4,440,135,20,663,188,153,0,14,41,506,22,13,4,13,96,280,555,588,15,284,131,4,26,4,33,11,82,13,5,263,533,107,19,321,367,28,7,53,7,60,670,25,341,30,50,4769,14,8,21,9,81,1,8,9,9,18,6,230,8,447,4,474
24,943,75,211,9,447,113,12,668,173,140,0,24,33,500,11,17,9,22,85,281,550,588,16,267,142,0,25,2,42,7,84,15,2,251,580,103,20,294,369,19,6,36,5,53,728,14,332,26,47,4852,14,4,30,10,90,0,7,6,8,7,6,229,22,438,13,480
17,977,75,177,6,409,132,22,672,195,148,1,23,26,501,11,17,4,15,76,250,546,573,10,306,129,0,32,11,39,4,78,17,4,272,533,90,20,323,361,20,13,38,11,44,710,19,315,26,40,4767,10,3,43,6,97,2,6,7,11,13,6,228,10,453,7,505
16,957,83,181,10,465,118,25,689,194,142,2,20,20,536,15,17,7,17,78,311,540,584,12,281,162,2,18,6,46,9,85,13,6,267,536,89,15,318,355,22,7,40,5,55,671,20,320,28,48,4894,18,2,30,8,87,1,7,4,7,7,8,286,21,481,13,439
17,1022,73,188,7,411,128,21,661,186,149,2,17,23,477,17,11,4,19,107,248,558,601,10,310,120,2,29,1,30,8,118,11,4,237,496,97,17,319,373,28,6,25,3,63,666,17,344,36,43,4730,15,5,27,6,80,2,10,8,10,8,7,224,11,395,10,510
12,933,77,177,11,433,136,22,655,222,158,1,18,24,497,17,19,9,22,73,253,570,564,9,286,137,2,35,5,38,11,93,25,1,258,595,102,21,316,368,14,6,33,3,40,726,22,293,37,47,4701,6,0,30,5,80,0,9,9,11,11,10,238,15,414,3,468
