0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
22,797,65,182,6,367,95,24,540,158,152,3,20,27,439,7,19,5,23,78,278,485,465,6,260,133,1,27,1,30,3,70,11,4,255,473,94,25,258,331,26,6,33,6,43,544,15,304,20,40,4820,9,3,25,8,87,1,13,4,9,12,11,223,26,388,3,417
16,845,81,162,11,416,112,17,582,157,148,1,27,29,419,16,10,2,17,66,242,493,505,12,263,136,0,29,5,35,12,94,17,5,269,516,85,18,233,321,13,6,34,7,40,587,14,289,42,43,4783,10,2,25,9,86,3,5,4,14,9,8,221,26,362,8,442
21,832,89,161,8,397,109,20,596,145,128,1,21,28,410,11,10,6,13,63,245,521,473,7,215,135,2,25,6,38,9,88,11,2,245,438,108,12,236,324,26,8,28,3,46,543,18,282,48,46,4871,22,0,18,10,68,1,7,7,8,11,10,249,15,389,7,401
15,832,67,149,4,386,119,26,572,162,143,0,15,31,366,15,14,7,16,66,276,505,487,8,274,124,1,33,3,31,8,87,10,1,226,503,112,19,236,335,22,5,41,4,35,562,24,310,32,37,4819,10,0,32,3,78,1,7,5,11,6,4,199,20,388,6,435
23,812,82,150,9,387,112,16,601,160,142,0,20,21,436,15,17,3,15,67,271,494,519,12,243,143,0,34,3,40,6,75,21,2,274,489,97,20,240,377,19,10,41,4,44,561,23,299,38,38,4761,19,3,30,6,82,2,14,5,19,9,5,209,12,346,8,410
19,807,77,156,9,385,106,19,559,188,132,4,14,25,391,13,14,6,17,64,228,493,491,15,258,130,1,22,4,50,9,78,17,1,241,490,89,14,262,339,20,3,35,3,50,545,15,284,31,49,4742,7,5,30,10,99,2,7,8,9,8,9,216,23,349,6,443
17,887,74,176,10,415,121,20,567,151,126,1,30,20,385,9,8,7,18,65,275,514,445,6,283,128,3,19,6,44,6,77,11,3,259,476,98,14,246,326,26,10,46,6,40,534,11,280,28,62,4771,9,3,33,4,82,1,7,9,8,7,10,242,20,367,11,444
14,791,67,191,6,380,105,24,585,162,135,1,31,20,372,7,22,6,17,82,229,489,489,8,273,141,3,29,3,27,10,74,11,4,247,491,104,13,239,318,18,9,41,4,35,515,17,310,27,44,4843,17,2,32,9,73,1,7,1,4,6,4,256,14,341,7,408
15,820,74,177,8,391,116,29,607,159,125,0,21,30,431,7,15,5,17,74,237,506,480,15,277,122,3,31,1,41,6,89,12,4,253,472,115,15,208,324,21,11,40,9,47,569,14,281,24,33,4793,16,2,28,4,68,1,6,5,7,8,8,250,27,358,11,423
18,845,63,156,10,445,106,22,524,167,107,0,22,25,417,8,12,8,17,88,235,502,481,12,267,133,1,29,2,38,6,91,21,1,254,500,108,19,244,304,26,10,35,5,43,568,16,316,28,51,4627,16,3,25,6,90,0,4,4,11,10,7,247,16,393,7,463
15,844,73,209,4,377,97,32,550,178,122,2,18,22,404,14,17,3,20,55,263,492,510,11,254,98,2,27,3,39,6,82,9,1,230,491,101,16,220,313,22,7,28,8,48,582,17,294,21,38,4747,15,3,27,16,73,1,6,2,12,9,9,246,21,362,8,428
23,763,78,161,5,428,103,17,568,180,133,0,19,34,402,20,12,7,8,58,256,547,482,5,258,150,1,36,0,37,7,81,20,5,241,502,112,19,227,329,30,11,37,14,31,600,22,288,29,44,4634,17,1,21,6,86,0,7,10,7,6,10,233,14,369,8,468
23,790,75,149,16,429,132,12,582,198,139,0,19,22,466,14,15,7,16,68,258,507,485,9,256,119,3,25,1,42,4,98,8,5,245,484,96,14,206,334,18,8,26,7,47,560,14,308,36,43,4692,11,4,28,5,87,0,5,10,9,9,5,239,18,405,9,455
13,818,83,169,5,412,133,15,615,151,151,2,19,23,410,11,10,3,24,82,265,453,471,12,292,124,1,14,2,39,11,83,10,1,236,506,90,23,216,330,24,8,42,9,45,560,20,295,37,39,4834,14,2,24,5,79,3,5,10,5,10,10,248,20,395,10,435
16,823,81,144,6,427,133,24,576,206,123,0,34,27,412,13,16,9,11,63,239,528,456,11,270,125,2,16,2,40,14,67,16,4,275,494,106,21,245,325,15,8,26,7,38,553,22,333,30,38,4775,15,3,19,14,81,4,12,6,3,4,5,225,20,410,7,411
17,840,82,165,5,394,121,25,600,167,139,2,19,26,382,8,14,4,24,70,274,494,524,8,244,136,1,31,1,38,9,94,13,4,247,514,99,19,235,300,22,5,49,11,62,556,14,318,24,43,4831,18,3,36,10,92,0,7,4,8,5,7,247,7,341,6,451
16,822,57,169,7,380,121,19,618,156,125,0,20,37,396,8,12,7,13,66,245,478,485,7,237,127,3,18,6,44,8,79,15,5,275,528,101,17,240,319,26,10,40,6,49,533,14,274,22,40,4819,11,4,22,2,88,4,6,3,8,6,5,243,17,399,11,427
18,826,86,201,3,439,118,25,588,161,157,1,13,16,425,16,9,9,14,72,257,483,473,9,273,122,3,25,3,35,9,80,17,2,257,496,108,23,230,301,26,6,25,7,50,519,22,308,37,55,4624,16,3,22,6,77,1,6,5,11,11,7,208,17,374,12,415
10,815,77,158,9,436,112,21,600,167,132,1,18,28,411,7,13,8,21,64,239,483,470,10,285,131,1,21,0,53,7,81,12,5,251,482,102,14,226,319,21,10,41,7,39,560,16,291,25,39,4740,6,1,24,2,77,2,7,6,10,10,5,226,15,321,7,440
23,824,80,170,12,402,126,20,599,179,152,1,19,22,405,12,18,6,16,71,287,492,446,8,279,121,3,27,6,50,10,87,13,4,272,477,102,18,241,322,20,7,41,4,58,602,22,286,38,41,4769,17,5,24,3,80,2,9,3,6,12,11,219,21,380,7,443
18,874,91,178,4,409,115,15,548,159,140,0,19,34,415,12,12,9,15,89,245,502,442,16,254,127,1,33,2,35,12,94,21,2,252,450,94,22,251,312,29,9,34,8,42,532,25,293,25,51,4689,22,3,23,7,82,0,5,6,5,11,7,210,13,353,5,423
