0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
17,1079,79,232,19,448,110,26,737,225,159,3,17,31,569,15,19,5,28,97,297,564,648,6,285,142,2,24,5,43,4,87,14,3,281,524,112,27,386,395,28,6,31,6,47,848,17,357,30,43,4911,24,4,30,12,93,1,13,7,9,9,11,292,22,447,3,526
19,1052,79,216,13,448,117,22,744,206,163,1,19,25,567,18,14,5,16,73,260,639,691,10,300,134,0,37,2,45,12,80,19,5,278,539,89,21,351,379,16,8,39,8,53,824,22,350,32,40,4851,13,3,26,6,95,3,8,4,11,9,11,239,27,468,8,523
18,1019,82,195,9,421,119,25,701,212,146,2,23,23,526,19,10,6,22,67,260,596,620,5,279,136,0,31,4,42,11,93,17,1,274,518,100,15,380,382,20,16,34,3,48,819,22,292,46,46,4891,13,3,33,6,69,1,14,8,11,8,10,272,18,452,11,503
17,1031,85,195,11,427,103,25,764,216,157,0,21,35,546,17,15,11,13,78,262,623,616,10,312,140,1,32,3,42,10,112,8,3,243,525,111,18,375,380,31,4,46,5,54,789,24,357,38,46,4875,17,0,37,5,88,1,9,5,11,12,11,242,19,483,6,550
33,1121,80,178,8,438,111,15,759,210,167,0,22,41,574,14,13,5,25,90,290,624,675,15,289,156,0,29,5,37,5,88,26,2,302,553,111,16,375,404,18,10,32,5,49,805,25,365,28,33,4857,17,3,36,7,76,1,17,5,11,8,7,235,11,460,8,526
14,1029,80,195,14,477,119,22,707,192,158,4,23,34,512,8,13,7,18,84,274,630,622,15,282,152,1,27,4,41,7,73,19,5,263,604,86,18,357,378,24,5,34,8,59,803,21,357,52,54,4888,19,2,21,9,99,1,6,6,15,10,4,234,22,452,3,504
17,1086,73,219,6,424,139,19,735,194,160,1,20,30,543,12,18,3,30,81,276,595,658,8,305,146,3,23,4,54,10,74,16,1,259,555,105,27,359,368,24,9,40,10,60,838,17,346,26,49,4847,19,2,32,9,88,1,7,8,8,6,8,277,19,487,13,504
16,1007,78,203,4,464,138,21,720,208,141,0,25,34,529,13,23,10,18,87,266,563,648,11,301,140,3,28,4,31,12,93,11,6,278,571,91,30,350,390,17,8,46,6,46,783,23,335,35,34,4775,17,2,30,9,75,2,13,6,11,6,9,270,14,461,9,529
23,1063,90,198,5,524,132,34,808,215,151,0,32,36,563,14,14,7,21,84,269,576,648,15,298,140,3,33,9,41,10,91,8,4,256,552,126,27,357,384,12,10,46,9,53,842,18,336,34,38,4845,22,2,22,6,76,1,7,7,8,5,4,267,29,457,6,551
23,993,87,229,9,431,138,19,704,224,155,0,23,37,600,13,16,12,27,99,288,599,636,14,284,147,0,23,6,40,10,91,20,1,240,553,107,16,383,344,24,10,33,4,52,808,17,318,31,46,4855,11,4,25,6,88,0,3,4,9,10,5,285,18,470,8,531
20,1084,70,196,4,411,125,30,712,240,135,1,17,35,551,15,23,6,21,64,271,604,712,8,275,130,2,20,4,47,8,88,12,1,257,551,93,23,364,362,21,9,36,9,51,824,25,334,33,52,4831,12,2,28,9,96,1,6,4,23,8,8,261,23,474,8,481
22,1039,83,175,9,467,132,18,732,210,136,0,21,26,554,7,17,11,17,75,261,629,640,6,290,140,1,33,4,30,8,102,21,5,289,571,106,25,340,368,15,8,54,17,49,758,17,360,29,54,4868,14,6,20,10,90,1,7,11,5,3,11,289,20,475,7,503
16,986,86,193,7,473,150,16,752,220,177,0,15,30,558,15,21,8,19,68,240,612,592,10,288,136,4,28,3,48,8,103,8,5,254,587,100,24,352,398,27,5,28,7,57,800,21,343,29,52,4887,14,2,38,3,92,0,5,10,8,12,9,255,19,486,9,560
13,1090,88,226,9,452,153,18,762,216,169,2,23,30,569,10,13,2,17,84,265,602,636,12,298,147,1,31,5,59,13,88,11,5,253,583,86,32,369,354,27,9,39,4,56,813,22,348,24,59,4925,15,2,27,6,83,3,9,8,7,11,6,262,20,488,7,485
25,1013,83,173,11,431,141,24,738,229,174,0,24,33,551,12,17,11,22,86,308,611,669,12,331,156,2,37,4,37,13,72,15,4,283,565,106,41,376,381,21,10,40,11,45,825,28,330,34,40,5022,18,4,25,9,82,5,11,8,7,10,11,255,22,480,7,467
23,1059,84,184,7,412,126,27,784,224,134,2,18,30,581,12,16,7,18,82,279,584,647,5,275,169,1,23,3,36,12,95,12,4,232,618,95,20,336,378,23,7,55,11,57,857,23,357,28,44,4901,20,4,28,10,91,1,8,10,7,8,3,249,13,426,10,527
22,1051,72,198,12,440,119,24,739,218,171,0,22,30,560,17,14,2,22,65,282,575,642,7,295,142,5,38,5,41,13,80,17,5,292,568,105,26,348,383,22,7,52,8,59,823,15,306,25,40,4992,21,3,20,3,94,3,9,8,8,11,4,264,14,518,11,535
15,999,83,184,5,453,131,22,719,195,155,2,23,30,561,14,11,5,18,80,286,556,611,9,294,123,3,30,3,35,13,85,15,2,262,597,91,33,358,344,23,11,28,14,49,805,20,369,32,55,4735,16,2,28,10,76,0,7,9,7,6,6,234,17,450,12,519
17,1076,77,210,7,437,130,22,751,235,142,0,24,31,518,6,16,12,21,83,267,591,673,9,310,137,1,25,2,47,10,84,12,5,273,518,85,27,346,396,32,10,35,10,46,842,20,310,30,58,4957,22,3,28,6,77,2,11,7,11,5,6,267,15,436,7,491
29,1094,93,206,14,412,134,23,708,210,174,2,22,30,556,12,14,8,14,89,265,612,637,11,298,147,3,20,7,38,6,79,13,4,299,572,116,28,365,379,24,7,30,5,56,839,19,344,43,45,4793,17,9,37,9,89,2,13,3,12,15,10,261,17,485,7,506
19,1049,86,197,8,437,137,14,728,233,166,0,20,40,553,15,18,7,18,90,290,599,591,16,298,131,1,24,2,49,10,97,20,2,274,574,90,16,381,359,19,9,38,7,60,826,22,328,28,53,4790,21,4,27,8,81,0,7,6,9,18,13,231,13,444,6,489
16,1070,83,216,11,435,114,26,739,236,167,3,20,36,550,14,12,7,21,85,255,527,626,7,285,166,0,23,5,48,8,96,8,0,279,568,100,32,340,401,21,8,52,4,34,794,15,365,33,49,4953,16,5,41,7,95,1,11,7,10,13,7,254,26,466,9,521
17,1035,72,218,10,451,142,18,774,200,179,0,25,29,547,9,21,10,18,87,266,615,602,9,293,145,2,36,4,41,9,74,12,3,272,595,101,23,329,344,14,8,42,9,45,804,22,339,32,49,4954,20,3,41,6,92,0,6,9,5,16,10,256,21,483,7,498
23,1097,63,221,6,484,141,19,717,207,176,1,17,45,544,9,18,12,18,86,270,609,631,9,278,148,2,34,3,47,4,98,17,4,256,566,111,21,363,377,22,9,47,5,49,784,18,327,29,46,4882,13,1,29,19,96,1,9,7,8,10,7,247,19,511,5,507
14,1082,67,189,6,435,139,24,721,203,176,0,16,37,517,22,15,8,10,102,312,607,626,15,266,139,4,26,3,41,9,75,13,5,256,568,116,31,374,408,29,14,33,5,56,844,18,370,30,52,4831,19,8,29,11,81,1,5,9,8,16,11,270,11,489,4,509
13,1044,88,206,8,476,132,12,720,227,132,0,21,38,582,9,17,14,16,72,254,536,623,16,301,139,0,29,2,53,10,97,14,2,278,610,104,37,363,387,21,6,42,6,48,817,17,327,30,53,4905,8,4,30,10,85,0,7,6,12,2,9,243,22,468,13,511
18,1000,83,206,6,422,133,22,738,219,165,1,19,33,553,11,24,5,20,77,246,591,637,10,290,130,0,26,7,38,2,94,17,2,281,560,100,25,370,363,16,9,37,8,61,817,19,341,28,47,4909,18,3,39,3,79,2,9,6,8,10,7,238,10,482,7,512
19,986,72,210,11,448,137,29,721,234,165,2,18,25,578,20,16,11,29,98,295,593,653,12,306,155,2,23,5,46,7,76,13,6,275,537,89,20,360,398,15,9,41,5,45,761,22,365,34,57,4943,12,4,32,8,87,2,7,4,4,6,10,256,21,497,13,467
20,1079,76,198,8,456,138,20,722,218,178,2,21,24,530,17,13,11,21,89,262,556,645,13,324,129,3,22,2,33,12,81,13,2,271,535,107,24,374,384,27,6,26,3,46,804,21,373,29,42,4904,18,8,30,6,75,2,15,12,11,6,9,245,14,487,3,510
12,1013,87,215,8,431,145,28,703,223,178,1,33,35,547,17,20,9,15,94,282,587,590,9,281,144,2,26,1,51,11,92,24,1,282,574,108,22,366,354,18,9,37,4,47,834,22,329,25,45,4720,19,4,30,6,80,0,11,11,7,7,5,229,14,482,3,522
18,1067,84,194,7,435,131,24,767,206,154,2,20,29,588,9,14,7,15,77,275,592,627,5,312,153,0,34,6,54,10,100,13,3,248,582,90,18,385,359,20,7,49,7,61,837,19,358,41,63,4891,19,1,22,8,79,1,7,3,6,7,11,250,18,481,8,525
20,1079,76,192,9,421,123,26,762,199,155,0,14,39,565,12,9,11,19,99,286,621,660,10,283,145,4,26,5,42,11,91,12,2,271,555,102,31,341,370,22,11,37,6,46,816,21,338,40,50,4832,14,2,26,9,88,1,4,0,9,12,15,251,16,488,10,495
21,1053,78,211,9,445,123,20,668,174,137,1,24,37,576,13,12,9,16,93,257,621,651,5,283,129,0,22,6,40,8,90,11,5,279,564,102,17,373,380,32,7,42,8,51,770,20,360,32,48,4967,17,5,41,5,92,4,6,8,5,14,4,246,19,499,8,481
20,1112,71,221,9,472,108,32,713,188,160,0,17,41,574,8,10,9,16,68,294,609,682,5,297,137,1,19,5,29,12,110,16,1,266,568,92,20,364,396,22,6,39,12,59,769,23,330,36,44,4790,9,4,38,8,97,1,7,13,8,4,8,264,17,442,4,496
19,1084,71,202,8,469,122,23,713,210,171,2,23,37,543,11,9,6,21,82,251,565,694,10,330,135,5,18,4,58,9,107,18,4,284,595,106,31,351,393,34,7,33,10,53,842,20,348,32,53,4929,13,0,22,5,76,1,10,7,13,12,9,253,17,482,8,527
24,1051,75,193,5,488,133,20,745,196,146,0,18,35,531,13,26,9,27,84,266,568,616,12,335,115,2,30,7,34,4,78,15,5,285,590,105,26,378,382,22,8,42,9,47,824,17,340,47,48,4915,18,5,19,5,100,0,5,7,5,15,4,259,16,478,9,546
14,1018,79,205,11,486,131,24,756,202,159,1,21,42,557,11,11,5,24,95,256,596,685,7,308,148,0,30,4,32,12,80,16,6,277,566,108,24,369,374,26,7,43,9,57,839,25,349,26,56,4844,16,4,28,6,82,1,9,5,11,9,10,237,28,447,5,497
21,1084,80,211,6,446,129,14,755,201,159,2,12,28,618,18,16,7,18,97,272,604,648,15,292,123,4,21,4,37,11,100,12,8,273,567,90,15,394,340,16,7,30,10,58,797,14,369,27,61,4925,14,2,34,9,79,1,4,11,9,8,9,264,20,506,10,539
15,1028,67,206,12,439,125,16,756,221,149,0,27,29,595,15,17,7,25,94,286,522,639,13,308,145,1,33,5,36,11,118,18,7,252,586,130,17,350,388,19,13,52,12,58,850,21,358,31,41,4874,15,4,30,10,83,0,9,8,9,10,6,230,13,459,5,512
23,1020,74,196,12,420,120,27,775,215,149,0,26,30,554,17,17,7,20,79,279,612,643,15,257,147,0,24,2,45,15,88,14,3,269,571,101,27,326,388,19,14,41,6,36,761,19,335,25,46,4814,19,5,18,11,92,0,8,6,8,10,5,236,14,455,10,503
21,1044,81,196,14,440,130,12,720,218,176,1,10,32,564,13,17,6,27,80,262,574,682,8,320,143,1,35,4,41,3,112,11,2,275,553,93,16,327,383,27,5,45,4,39,833,20,356,37,50,4753,19,2,25,8,87,2,8,3,12,7,8,241,16,466,6,489
21,1079,89,199,8,411,111,26,717,202,168,0,33,43,527,9,16,5,19,83,291,635,641,6,266,153,3,29,5,26,16,92,10,4,277,561,84,30,385,343,24,8,32,7,49,816,25,363,27,48,4862,21,3,28,8,82,1,10,8,7,6,8,268,19,460,10,546
21,1082,76,174,10,451,144,26,710,199,165,0,19,39,618,13,21,3,24,94,263,587,631,12,298,129,3,18,4,50,4,86,10,5,285,555,100,22,326,386,20,10,34,8,42,844,17,325,29,60,4895,17,7,33,2,98,0,9,15,6,9,9,238,14,426,9,521
16,1047,73,195,7,449,137,15,740,221,154,1,20,23,596,14,10,9,24,87,259,597,643,6,250,129,1,32,5,32,6,86,12,3,287,566,104,28,368,391,22,9,37,4,59,853,16,319,25,51,4903,11,3,28,10,66,2,12,7,8,8,9,267,22,466,11,540
20,1045,84,202,10,442,114,19,719,254,162,2,30,32,539,13,19,4,21,76,252,589,642,11,275,118,0,28,5,50,6,100,13,3,264,572,99,39,382,398,29,11,33,5,54,789,21,369,28,45,4919,15,6,28,8,91,1,8,7,9,10,10,249,14,465,7,503
16,1044,73,196,15,468,153,19,757,218,146,2,19,24,618,10,16,6,25,100,299,621,608,11,309,142,0,30,5,34,14,77,13,6,256,518,91,20,338,378,19,8,35,10,59,772,19,339,29,52,4870,18,2,31,7,84,1,10,7,6,12,4,247,15,486,7,507
11,1053,79,199,10,433,132,11,752,220,151,3,24,36,581,12,17,5,21,84,258,602,621,4,276,148,0,30,5,48,12,94,11,3,276,524,79,24,342,394,32,8,27,10,40,846,16,365,33,57,4880,11,6,43,8,81,1,16,10,9,10,12,303,20,430,9,512
15,1009,79,210,12,449,128,19,741,199,165,1,16,30,578,10,22,7,23,91,270,584,581,8,297,134,2,26,3,47,10,98,20,5,248,557,99,31,373,406,23,5,38,3,62,771,27,329,33,40,4864,16,1,33,10,83,2,9,5,15,9,8,274,14,465,8,501
18,1140,69,207,6,471,140,11,788,196,150,2,25,34,543,17,18,13,19,102,268,593,632,4,286,127,1,24,5,42,8,103,14,10,269,584,81,25,375,381,23,9,35,9,55,806,24,344,40,46,4889,23,4,40,5,94,2,6,9,9,12,7,247,10,462,10,519
25,1098,73,201,9,448,119,27,756,218,150,1,25,37,518,9,8,5,15,98,244,578,616,8,314,134,3,31,4,42,12,99,19,6,285,539,106,23,356,403,18,13,31,8,45,829,20,310,26,43,4804,16,3,28,12,92,1,6,8,6,10,7,268,18,515,7,498
18,1091,83,192,8,497,128,26,737,213,165,1,25,29,560,16,11,11,20,84,264,554,651,18,314,135,0,22,8,40,4,96,20,2,306,560,111,16,378,340,14,9,49,9,43,807,23,346,29,60,4772,17,3,33,13,78,1,13,8,5,10,9,274,14,489,10,506
14,1059,84,207,6,448,135,25,681,206,152,1,14,27,583,11,17,6,21,89,258,594,648,14,312,152,1,27,3,48,7,97,16,1,276,566,109,28,367,360,29,6,41,7,61,771,16,353,25,48,4936,20,3,24,7,94,3,5,8,8,10,6,247,21,492,6,462
18,1040,71,197,8,465,121,18,724,187,138,0,25,37,569,14,12,8,19,76,257,598,650,8,309,139,1,22,6,35,6,86,11,3,275,539,98,26,347,367,24,13,31,6,58,864,15,342,35,48,4956,17,5,29,15,75,2,7,2,9,8,5,273,11,463,11,467
20,1044,85,196,11,440,126,29,789,212,153,1,17,29,587,11,14,12,21,87,264,590,645,8,278,131,3,32,7,55,14,89,16,5,267,609,101,19,387,377,22,5,42,8,47,825,22,341,23,40,4912,15,4,21,4,79,5,9,5,8,7,8,246,12,464,13,516
21,1057,93,217,12,430,147,22,719,207,180,1,17,30,549,14,21,10,23,86,298,578,658,5,299,138,2,23,0,39,14,99,15,3,273,566,99,26,332,380,29,5,41,7,53,779,23,364,36,42,4848,13,2,27,5,88,0,8,10,2,5,8,285,18,475,11,471
15,1094,71,161,7,439,111,14,753,206,154,1,24,26,549,17,10,13,23,74,300,596,625,15,259,130,1,35,1,42,9,87,11,2,255,560,99,25,370,404,27,12,40,16,45,848,15,326,28,44,4909,19,2,23,8,80,1,7,5,12,11,9,250,10,436,7,484
21,1059,81,206,11,473,143,19,723,221,164,0,26,36,575,15,14,8,12,85,294,581,631,11,288,146,1,27,4,41,6,111,9,3,296,543,94,20,420,408,16,9,35,7,35,832,25,360,35,55,4892,12,5,32,9,72,0,8,6,14,6,7,257,19,443,12,509
20,1020,88,220,3,480,132,19,709,219,145,1,20,30,601,1,16,6,23,105,269,574,635,12,274,152,2,27,3,41,11,99,18,3,278,530,110,18,389,331,26,6,34,13,43,845,24,349,29,36,4924,19,6,33,7,102,1,7,7,11,6,5,240,20,468,8,536
14,1084,83,182,12,444,134,22,745,214,156,1,25,39,523,15,19,10,22,85,250,573,635,6,264,140,1,36,4,42,9,89,20,2,308,627,93,26,358,391,24,8,36,7,51,804,18,338,29,63,4837,17,4,33,11,78,1,9,5,6,12,6,268,21,441,14,522
