0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
18,820,82,172,11,415,92,17,588,161,127,3,18,24,445,8,17,3,22,73,250,507,505,12,283,119,1,28,3,30,3,81,14,2,216,483,76,21,274,334,23,8,37,5,54,573,15,312,38,42,4302,18,3,27,8,88,1,10,2,8,5,3,252,25,406,3,450
24,889,73,145,10,421,115,23,620,165,128,1,21,27,442,14,12,7,17,82,250,560,536,12,277,121,0,31,2,38,11,75,17,1,237,475,107,18,246,344,22,3,38,5,45,604,18,296,29,45,4452,15,2,21,6,82,3,5,6,9,5,12,244,19,368,7,438
14,809,86,178,4,417,106,24,580,167,147,1,29,19,434,9,11,6,18,66,221,495,479,6,229,147,2,24,6,40,9,88,11,1,252,466,98,17,263,325,33,6,39,3,49,621,20,268,30,36,4370,16,0,22,6,71,0,6,4,7,11,13,250,18,393,7,388
11,844,79,166,4,365,134,21,604,179,145,0,16,22,435,13,15,9,20,66,247,515,502,8,266,131,1,31,2,38,11,97,13,0,253,480,95,21,236,319,30,9,44,6,44,597,17,295,27,41,4377,21,0,39,3,84,1,7,5,11,13,3,217,24,373,5,427
14,817,64,165,9,398,104,15,621,181,141,0,18,21,462,12,15,3,14,82,217,525,517,5,262,120,0,30,2,44,7,92,28,2,262,516,84,17,259,354,24,10,36,6,47,603,23,274,33,38,4396,16,3,24,4,74,2,14,6,18,8,6,222,12,383,7,438
16,818,69,159,5,419,121,24,622,182,141,1,7,31,409,14,16,4,14,69,226,505,453,15,265,148,1,33,8,47,10,81,11,3,261,526,79,21,267,321,28,3,28,3,48,591,15,307,42,48,4580,3,5,29,9,90,1,9,5,9,9,12,219,23,407,7,416
17,855,76,166,6,394,116,18,590,170,135,1,19,20,422,12,8,5,20,59,278,514,488,6,270,125,3,34,7,47,9,80,12,1,255,489,96,17,251,329,20,9,37,7,67,558,11,281,27,48,4438,10,3,25,6,97,1,6,10,7,5,7,231,16,378,8,431
15,854,70,180,5,375,136,17,653,171,151,0,27,25,404,7,15,10,18,56,247,505,479,7,265,153,3,24,3,26,16,69,11,5,235,480,100,20,238,309,20,10,37,6,50,573,17,285,36,34,4379,11,2,32,9,79,1,8,4,4,6,5,235,14,393,7,420
14,831,77,174,8,401,129,20,619,194,161,0,26,30,455,10,13,5,14,72,272,511,475,13,283,135,3,26,1,38,6,77,9,3,246,553,98,22,245,319,19,8,31,7,34,590,12,304,28,35,4324,19,2,22,6,70,1,6,8,7,6,8,254,25,445,11,452
16,893,72,174,12,410,132,18,580,187,128,0,17,25,491,9,16,9,16,58,229,509,534,11,275,134,1,31,1,47,9,83,23,0,251,497,93,18,274,302,22,9,31,4,53,617,16,276,31,48,4365,7,3,35,7,74,0,4,4,10,10,7,256,16,370,7,442
